loss,epoch,step
1.8505859375,0,0
2.8046875,0,1
1.7373046875,0,2
1.2021484375,0,3
0.9716796875,0,4
1.0869140625,0,5
1.2958984375,0,6
1.1796875,0,7
0.95849609375,0,8
1.923828125,0,9
0.83349609375,0,10
0.95947265625,0,11
1.15625,0,12
1.6982421875,0,13
0.62548828125,0,14
1.0048828125,0,15
0.962890625,0,16
1.318359375,0,17
1.5009765625,0,18
0.79931640625,0,19
1.0068359375,0,20
1.150390625,0,21
0.86669921875,0,22
2.275390625,0,23
0.974609375,0,24
1.4755859375,0,25
1.2900390625,0,26
0.55078125,0,27
1.359375,0,28
1.09765625,0,29
1.0,0,30
0.96044921875,0,31
0.9150390625,0,32
1.177734375,0,33
0.9248046875,0,34
0.359130859375,0,35
1.79296875,0,36
0.75048828125,0,37
1.0234375,0,38
0.7216796875,0,39
0.560546875,0,40
1.1123046875,0,41
0.6552734375,0,42
1.6494140625,0,43
0.787109375,0,44
1.8662109375,0,45
1.0283203125,0,46
0.78857421875,0,47
1.306640625,0,48
1.66796875,0,49
0.69677734375,0,50
0.75341796875,0,51
0.93896484375,0,52
0.78515625,0,53
1.0283203125,0,54
1.8857421875,0,55
0.6708984375,0,56
0.830078125,0,57
1.056640625,0,58
0.88232421875,0,59
1.041015625,0,60
0.70849609375,0,61
1.01953125,0,62
1.09375,0,63
1.1865234375,0,64
1.1025390625,0,65
0.78076171875,0,66
1.001953125,0,67
0.9716796875,0,68
0.5517578125,0,69
0.576171875,0,70
0.81005859375,0,71
0.626953125,0,72
1.017578125,0,73
1.287109375,0,74
0.67138671875,0,75
1.091796875,0,76
1.16796875,0,77
1.1787109375,0,78
1.029296875,0,79
1.0439453125,0,80
1.193359375,0,81
0.69189453125,0,82
1.5537109375,0,83
1.001953125,0,84
1.4765625,0,85
1.2392578125,0,86
0.65380859375,0,87
1.2265625,0,88
0.564453125,0,89
0.798828125,0,90
0.72705078125,0,91
0.6416015625,0,92
1.408203125,0,93
1.43359375,0,94
0.84375,0,95
0.654296875,0,96
1.2744140625,0,97
0.66162109375,0,98
0.73876953125,0,99
1.056640625,0,100
0.6171875,0,101
0.63623046875,0,102
0.8037109375,0,103
0.87646484375,0,104
0.6298828125,0,105
1.08203125,0,106
0.6416015625,0,107
0.703125,0,108
0.6103515625,0,109
1.623046875,0,110
0.75341796875,0,111
0.62939453125,0,112
0.80712890625,0,113
1.42578125,0,114
0.77587890625,0,115
0.61181640625,0,116
0.9716796875,0,117
0.85107421875,0,118
0.943359375,0,119
0.63134765625,0,120
0.83984375,0,121
1.443359375,0,122
0.78515625,0,123
0.74365234375,0,124
0.916015625,0,125
0.85888671875,0,126
0.77978515625,0,127
1.0224609375,0,128
2.1171875,0,129
0.55078125,0,130
0.732421875,0,131
0.8623046875,0,132
1.6337890625,0,133
0.9716796875,0,134
1.4150390625,0,135
1.1474609375,0,136
0.66650390625,0,137
0.73388671875,0,138
0.7470703125,0,139
0.99853515625,0,140
1.0126953125,0,141
1.201171875,0,142
0.58203125,0,143
0.92333984375,0,144
0.759765625,0,145
0.669921875,0,146
0.599609375,0,147
1.158203125,0,148
1.228515625,0,149
0.75830078125,0,150
0.890625,0,151
0.951171875,0,152
1.5947265625,0,153
0.8125,0,154
0.6103515625,0,155
0.966796875,0,156
0.775390625,0,157
0.60693359375,0,158
0.89599609375,0,159
0.58544921875,0,160
0.86474609375,0,161
1.09375,0,162
0.74462890625,0,163
1.044921875,0,164
0.77197265625,0,165
0.86181640625,0,166
0.66259765625,0,167
0.93359375,0,168
0.6796875,0,169
0.93017578125,0,170
1.310546875,0,171
0.88037109375,0,172
0.7177734375,0,173
0.5634765625,0,174
0.69091796875,0,175
0.80029296875,0,176
0.62646484375,0,177
